gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
1294;CHU de Guadeloupe - Centre réservé aux professionnels de santé;;0.99999321882223;97101_b097;;;97139;97101;Les Abymes;16.2366;-61.525;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;13179;13179;2021-06-06 20:00:02.773016;;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;fermé;fermé;t;;2021-01-09;https://partners.doctolib.fr/hopital-public/les-abymes/vaccination-covid-centre-de-l-institut-pasteur-de-guadeloupe?pid=practice-166188&enable_cookies_consent=1;;;Réservé aux professionnels de santé (libéraux compris);t;;f;;{}
41;Centre de vaccination CPTS - Rives d'Auron;;0.99999989039455;18033_0997;7;Boulevard Lamarck;18000;18033;Bourges;47.0825;2.38658;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-11-15 10:07:59.492083;;9h-3h/13h30-17h30;9h-3h/13h30-17h30;9h-3h/13h30-17h30;9h-3h/13h30-17h30;9h-3h/13h30-17h30;fermé;fermé;t;;2021-01-09;https://partners.doctolib.fr/maison-de-sante/bourges/cpts-pays-de-bourge?speciality_id=5494&enable_cookies_consent=1;0 800 009 110;;;f;;f;;"{""Grand centre""}"
2491;Centre de vaccination de Hombourg-Haut - Espace Wendel;;0.99999837169089;57332_0530_00036;10;Rue du stade;57470;57332;Hombourg-Haut;49.1241;6.77859;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;14476;2021-06-06 20:00:03.332385;;Non précisé;Non précisé;Non précisé;14:00-20:00;14:00-20:00;Non précisé;fermé;t;;2021-04-29;https://partners.doctolib.fr/centre-de-sante/hombourg-haut/centre-de-vaccination-covid-19-de-hombourg-haut-hombourg-haut?pid=practice-184736&enable_cookies_consent=1;+33387818715;;;;;f;f;
157;CHRU Tours - Site de Bretonneau  - CAP Santé Centre de vaccination;;0.99999776997334;37261_4740_09999;2;Boulevard Tonnellé;37000;37261;Tours;47.3869;0.667766;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-06-06 20:00:01.781138;;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;fermé;t;;2021-01-06;https://partners.doctolib.fr/hopital-public/tours/centre-de-vaccination-covid-chru-tours-reserve-aux-professionnels-de-sante?pid=practice-162208&?speciality_id=5494&enable_cookies_consent=1;+33247478181;;;f;;f;;{}
609;Salle Fernand Pellicer - Orléans La Source;;0.99999745711405;45234_2525_00006;;Rue Edouard Branly;45100;45234;Orléans;47.8343;1.93344;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-11-15 10:08:43.980597;;14h-17h;9h-17h;9h-17h;9h-17h;9h-17h;en cours de définition;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/orleans/centre-de-vaccination-covid-fernand-pellicer-d-orleans?speciality_id=5494&enable_cookies_consent=1;0 800 009 110;;;f;;f;;"{""Séc. Civ. concourant"",""Grand centre""}"
691;"Centre de vaccination ""grand public"" - La Loupe";;0.99999990305427;28214_0940_00001;1;Place Vauban;28240;28214;La Loupe;48.4709;1.01476;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-10-13 08:42:17.339629;;9h-12h/13h30-16h30;9h-12h/13h30-16h30;9h-12h/13h30-16h30;9h-12h/13h30-16h30;9h-12h/13h30-16h30;fermé;fermé;f;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/la-loupe/centre-de-vaccination-covid-centre-de-la-loupe?speciality_id=5494&enable_cookies_consent=1;+33805021400;;;f;;t;;
695;Centre de vaccination Tours-Les halles;;0.99999999897897;37261_2070_00012;12;Place Gaston Paillhou;37000;37261;Tours;47.3923;0.680949;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;53;2021-11-02 08:31:15.001124;;9h-19h;9h-19h;9h-19h;9h-19h;9h-19h;9h-14h;fermé;t;;2021-09-06;https://partners.doctolib.fr/centre-de-sante/tours/centre-vaccination-covid-tours-metrople?pid=practice-164864&enable_cookies_consent=1;+33805021400;;;f;;f;;"{""Grand centre"",""Sécurité Civile""}"
206;Centre de vaccination du Centre Hospitalier d'Issoire;;0.99999993035095;63178_1030_00026;26;Rue du Mas;63500;63178;Issoire;45.547;3.25232;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18818;2021-10-21 14:27:35.740425;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/issoire/centre-de-vaccination-covid-ch-issoire?speciality_id=5494&enable_cookies_consent=1;+33473718858;;;t;;f;;"{""Equipe mobile""}"
142;Centre de vaccination du centre hospitalier de Valence;;0.99999988436938;26362_5770_00179_a;179 a;Boulevard Maréchal Juin;26000;26362;Valence;44.9119;4.90593;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18234;2021-06-06 20:00:01.767627;oui;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-17:00;fermé;t;;2021-01-07;https://partners.doctolib.fr/hopital-public/valence/centre-de-vaccination-du-centre-hospitalier-de-valence?speciality_id=5494&enable_cookies_consent=1;+33475757700;;;t;;f;;"{""Séc. Civ. concourant""}"
137;Centre hospitalier d'Aurillac  - HALLE de LESCUDILLIERS;;0.99999997366747;15014_0712_00005;5;Rue Denis Papin;15000;15014;Aurillac;44.9164;2.42705;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18218;2021-08-30 16:41:03.107907;oui;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;;t;;2021-01-07;https://partners.doctolib.fr/hopital-public/aurillac/ch-aurillac-vaccination-covid-19?pid=practice-181788&enable_cookies_consent=1;+33471464680;;;t;;f;;"{""Séc. Civ. concourant""}"
712;Espace Jorge Semprun - Blois;;0.99999890584431;41018_2063_00025;25;Rue Jean-Baptiste Charcot;41000;41018;Blois;47.5935;1.30398;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-06-06 20:00:02.288906;;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;9h-13h/14h-18h ;fermé;t;;2021-01-20;https://partners.doctolib.fr/centre-de-vaccinations-internationales/blois/centre-de-vaccination-espace-jorge-semprun?speciality_id=5494&enable_cookies_consent=1;08 05 02 14 00;;;f;;t;;"{""Séc. Civ. concourant""}"
710;Salle Molière - Amboise;;0.9999999496566;37003_a6ahtu;;Avenue des Martyrs de la Résistance;37400;37003;Amboise;47.4112;0.979625;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;20001;2021-11-18 14:12:27.533842;;fermé;fermé;9h-19h;12h-19h;12h-19h;9h-13h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/amboise/vaccination-mairie-amboise?speciality_id=5494&enable_cookies_consent=1;0 800 009 110;;;f;;f;;"{""Séc. Civ. concourant"",""Grand centre""}"
962;Centre de vaccination public - Salle des fêtes Jean Moulin ;;0.99999992662398;36241_0158_00008;10;Rue Jean Jaures;36320;36241;Villedieu-sur-Indre;46.8469;1.53732;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-11-08 13:24:10.112774;;8h30-12h30 / 14h-18h;fermé;8h30-12h30 / 14h-18h /  18h30-22h30;fermé;8h30-12h30 / 14h-18h /  18h30-22h30;9h30 - 13h30;fermé;t;2021-11-08;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/villedieu-sur-indre/centre-de-vaccination-de-villedieu-sur-indre?speciality_id=5494&enable_cookies_consent=1;+33805021400;;;;;t;;
203;Centre de vaccination de Thiers - Centre hospitalier - Locaux USN 2;;0.99999981953745;63430_8efxqr_00072;;Route de Fau;63300;63430;Thiers;45.8563;3.52101;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;18818;2021-10-21 14:31:19.123561;Du 11 au 15/ janvier : 13h à 17h A partir du 18 janvier 9h -12h et 13h-17h ;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;fermé;fermé;t;;2021-01-11;https://partners.doctolib.fr/hopital-public/thiers/centre-hospitalier-de-thiers-et-vaccination-covid?speciality_id=5494&enable_cookies_consent=1;+33623787578;;;t;;f;;"{""Equipe mobile""}"
1122;Pôle de santé de Valençay /CPTS Boischaut nord;;0.99999983006899;36228_0093_00028;28;Rue des Princes;36600;36228;Valençay;47.1625;1.57349;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18192;2021-11-08 13:23:33.709239;;9H-12H/14-19H;9H-12H/14-19H;9H-12H/14-19H;9H-12H/14-19H;9H-12H/14-19H;9H-12h;fermé;t;2021-11-02;2021-01-18;https://partners.doctolib.fr/centre-depistage-covid/valencay/centres-de-vaccination-covid-du-boischaut-nord?speciality_id=5494&enable_cookies_consent=1;;;;;;t;;
1342;Centre de vaccination - la Gare des Collines - Maison France Service;;0.99999999218406;41143_0134_00011;3;Avenue de la Gare;41170;41143;Mondoubleau;47.9848;0.894313;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18192;2021-11-15 10:11:39.55644;;fermé;fermé;fermé;Ouvert;fermé;fermé;fermé;t;;2021-02-04;https://partners.doctolib.fr/maison-de-sante/mondoubleau/centre-de-vaccination-covid-la-gare-des-collines?pid=practice-168224&enable_cookies_consent=1;0 800 009 110;;;;;f;f;"{""Séc. Civ. concourant""}"
1353;Centre hospitalier de Beaugency - centre de vaccination public;;0.99999999636887;45028_1020_00060;48;Avenue de Vendôme;45190;45028;Beaugency;47.7819;1.62009;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;20001;2021-11-10 16:29:08.903727;;Ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;t;;2021-02-05;https://partners.doctolib.fr/hopital-public/beaugency/centre-de-vaccination-covid-hopital-de-beaugency?pid=practice-163901&enable_cookies_consent=1;+33 800 009 110;;;;;f;f;
1396;Centre de vaccination - Sully-sur-Loire;;0.99999400450433;45315_1162_00001;Espace culture Saint-Germain;Rue du faubourg Saint-Germain;45600;45315;Sully-sur-Loire;47.7688;2.37624;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18192;2021-11-15 10:10:43.936482;;ouvert;ouvert;fermé;fermé;fermé;fermé;fermé;t;;2021-02-08;https://partners.doctolib.fr/centre-de-sante/sully-sur-loire/centre-de-vaccination-covid-19-centre-social-kuypers-sully-sur-loire?pid=practice-170490&enable_cookies_consent=1;0 800 009 110;;;;;f;f;"{""Grand centre""}"
1362;CV éphémère Henrichemont;;0.99999998187037;18109_0047_00001;1;Place de l’Hotel de Ville;18250;18109;Henrichemont;47.3037;2.52442;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;53;2021-06-06 20:00:02.817599;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-06;https://partners.doctolib.fr/centre-de-sante/henrichemont/centre-de-vaccination-covid-mairie-henrichemont?pid=practice-168175&enable_cookies_consent=1;;;Centre de vaccination éphémère;;;t;;{}
1368;CV éphémère - Neuvy-sur-Barangeon;;0.99999997660451;18165_0050_00029;29;Place de la Mairie;18330;18165;Neuvy-sur-Barangeon;47.3147;2.2547;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-02-05 15:11:52.121896;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-02-22;;;;Centre de vaccination éphémère;;;t;f;{}
1419;CV éphémère - Sancergues;;0.9999999999571;18240_0130_00008;8;Rue Hubert Gouvernel;18140;18240;Sancergues;47.156;2.91719;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;18350;2021-06-06 20:00:02.844883;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-02-22;https://partners.doctolib.fr/vaccination-covid-19/sancergues/centre-de-vaccination-covid-19-ville-de-sancergues?pid=practice-171982&enable_cookies_consent=1;;;;;;t;f;{}
1427;Equipe mobile - CD 45;;0.99999999997473;45234_2720_00015;15;Rue Eugene Vignat;45000;45234;Orléans;47.9079;1.91045;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18350;53;2021-06-06 20:00:02.849171;;fermé;fermé;fermé;fermé;ouvert;fermé;fermé;t;;2021-02-12;https://partners.doctolib.fr/centre-de-vaccinations-internationales/loiret/centre-de-vaccination-covid-19-centre-mobile-du-loiret?pid=practice-171026&enable_cookies_consent=1;;;;;;t;f;"{""Séc. Civ. concourant""}"
1329;Espace Tivoli - Chatillon;;0.9999999115631;36045_0480_00025_bis;;rue jean Lurçat;36700;36045;Châtillon-sur-Indre;46.987;1.17241;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18192;18192;2021-11-08 13:24:35.874989;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-11-08;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/chatillon-sur-indre/vaccination-covid-19-ville-de-chatillon-sur-indre-espace-tivoli?pid=practice-172364&enable_cookies_consent=1;;;;;;t;;
694;Clinique Pasteur de Guilherand-Granges;;0.99999979287796;07102_0556_00180;180;Maison des Associations Rémy ROURE, Allée du 22 Janvier 1963;07500;07102;Guilherand-Granges;44.9336;4.87016;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;164;164;2021-10-13 09:03:10.845555;oui;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/guilherand-granges/centre-de-vaccination-covid-19-clinique-pasteur-ramsay-sante-reserve-assesseurs-bureau-de-vote?pid=practice-184641&enable_cookies_consent=1;+33800009110;;;t;;f;f;"{""Sécurité Civile""}"
1963;Centre de vaccination SOS Médecins 37;;0.99999999996999;37261_1550_00019;19;Rue de la Dolve;37000;37261;Tours;47.3891;0.687346;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18350;18192;2021-11-15 10:17:29.274193;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;;https://partners.doctolib.fr/centre-de-sante/tours/centre-de-vaccination-covid-19-medipole-sos-medecins-de-tours-professionnels-de-sante?pid=practice-176405&enable_cookies_consent=1;0 800 009 110;;Réservé aux professionnels de santé;;;t;t;
1699;Centre de vaccination Epernon - Complexe sportif du Closelet;;0.99999680402491;28140_0175_00005;5;Route de Gallardon;28230;28140;Épernon;48.6042;1.67234;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-06-06 20:00:03.004073;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-07;https://partners.doctolib.fr/centre-de-sante/epernon/centre-de-vaccination-covid-epernon?pid=practice-182385&enable_cookies_consent=1;;;;;;t;;
1700;Brezolles- CV éphémère - Gymnase;;0.99999999609152;28059_b040_00001_bis;Gymnase Martiel Taugourdeau;Route de Nonancourt;28270;28059;Brezolles;48.6904;1.07309;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-05-04 09:39:53.009428;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-25;;;;;;;t;;
1701;Maintenon CV éphémère;;0.99999994178606;28227_0055_00001_ter;Gymnase du collège;Rue Jean d'Ayen;28130;28227;Maintenon;48.5871;1.57765;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-05-04 09:43:33.03505;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-18;;;;;;;t;;
1702;Centre de vaccination pérenne;;0.99999999998792;18205_1385_00001;1;Rue Docteur Laennec;18230;18205;Saint-Doulchard;47.0982;2.36837;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-06-06 20:00:03.004926;;fermé;fermé;fermé;fermé;fermé;ouvert;ouvert;t;;;https://partners.doctolib.fr/vaccination-covid-19/saint-doulchard/centre-de-vaccination-covid-19-saint-doulchard?pid=practice-176339&enable_cookies_consent=1;;;;;;t;;
1703;La guerche sur l'Aubois CV éphémère;;0.99999955003343;18108_gmzy1n_00002;;;18150;18108;La Guerche-sur-l'Aubois;46.9513;2.94541;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-06-06 20:00:03.005882;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/la-guerche-sur-l-aubois/centre-de-vaccination-covid-la-guerche-sur-l-aubois?pid=practice-177332&enable_cookies_consent=1;;;;;;t;;{}
1704;Trouy/Plaimpied Cv éphémère;;0.99999968167186;18267_0003_00064;;;18570;18267;Trouy;47.009;2.35642;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-06-06 20:00:03.006713;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/vaccination-covid-19/trouy/centre-de-vaccination-covid-trouy-plaimpied?pid=practice-176432&enable_cookies_consent=1;;;;;;t;;{}
1713;Boulleret CV éphémère;;0.99999998645533;18032_0009_00002_bis;;;18240;18032;Boulleret;47.4238;2.87438;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-05 16:57:37.353442;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{}
1714;Graçay CV éphémère;;0.99999998536411;18103_0072_00007;;;18310;18103;Graçay;47.1421;1.84571;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-05 16:59:36.876512;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{}
1964;Centre de vaccination Neung-sur-Beuvron;;0.99999958235746;41159_0060_00001;;Rue des Anges;41210;41159;Neung-sur-Beuvron;47.5348;1.8062;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18350;18141;2021-06-06 20:00:03.048468;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/neung-sur-beuvron/centre-de-vaccination-covid-19-commune-de-neung-sur-beuvron?pid=practice-177806&enable_cookies_consent=1;;;;;;t;;"{""Séc. Civ. concourant""}"
1965;CV éphémère Meung-sur-Loire;;0.99999998184109;45203_1740_00006;6;Rue Saint Jean;45130;45203;Meung-sur-Loire;47.8269;1.70034;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18350;53;2021-05-31 11:26:41.659855;;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;;;;;;;;;;t;f;
1974;Centre de vaccination éphémère de Veuzain sur Loire;;0.99998161941477;41167_0165_00007;5;Rue Gustave Marc;41150;41167;Veuzain-sur-Loire;47.4938;1.16482;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18141;2021-03-11 19:22:45.901885;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;f;"{""Séc. Civ. concourant""}"
1975;CV éphémère d'Oucques la nouvelle;;0.99999996428396;41171_0150_00003;;;41290;41171;Oucques La Nouvelle;47.8232;1.29447;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18141;2021-06-06 20:00:03.056013;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/maison-de-sante/oucques-la-nouvelle/centre-de-vaccination-ephemere-oucques?pid=practice-174293&enable_cookies_consent=1;;;;;;t;f;"{""Séc. Civ. concourant""}"
1977;Centre de vaccination éphémère de de Saint Laurent Nouan;;0.9999999602449;41220_0094_00004;Espace culturel Jean Moulin;rue des écoles;41220;41220;Saint-Laurent-Nouan;47.7146;1.61163;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18141;2021-06-06 20:00:03.056854;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/saint-laurent-nouan/centre-vaccination-saint-laurent-nouan?pid=practice-172473&enable_cookies_consent=1;;;;;;t;f;"{""Séc. Civ. concourant""}"
1979;Centre de vaccination éphémère de Montoire sur le Loir;;0.99999981558262;41149_0360_00018;Gymnase communautaire;Rue Jules Ladoumegue;41800;41149;Montoire-sur-le-Loir;47.7524;0.862392;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18141;2021-03-11 19:38:24.664326;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;f;"{""Séc. Civ. concourant""}"
1980;Centre de vaccination éphémère de Mur de Sologne;;0.99999984078265;41157_0012_00005;25;Rue de l'Agriculture;41230;41157;Mur-de-Sologne;47.4124;1.60761;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18141;2021-03-11 19:39:42.403368;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;f;"{""Séc. Civ. concourant""}"
1981;Centre de vaccination éphémère de Bracieux;;0.99999997772011;41025_0040_00011;27;Rue de Candy;41250;41025;Bracieux;47.5487;1.54291;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18141;2021-06-06 20:00:03.057693;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/bracieux/centre-de-vaccination-covid-19-commune-de-bracieux?pid=practice-173039&enable_cookies_consent=1;;;;;;t;f;"{""Séc. Civ. concourant""}"
1982;Centre de vaccination éphémère de St Armand Longpré;;0.99999999251508;41199_0063_00018;5;Rue Anatole France;41310;41199;Saint-Amand-Longpré;47.6894;1.01614;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18192;2021-06-06 20:00:03.058543;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/saint-amand-longpre/centre-de-vaccination-covid-19-saint-amand-longpre?pid=practice-172913&enable_cookies_consent=1;;;;;;t;f;"{""Séc. Civ. concourant""}"
1983;Centre de vaccination de Salbris;;0.99999998719127;41232_1120_00040;40;Boulevard de la République;41300;41232;Salbris;47.4256;2.05308;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18141;18350;2021-06-06 20:00:03.059455;;9h/13h-14h/18h;fermé;fermé;9h/13h-14h/18h;fermé;fermé;fermé;t;;2021-03-15;https://partners.doctolib.fr/centre-de-sante/salbris/centre-de-vaccination-mairie-salbris-salle-polyvalente?pid=practice-172976&enable_cookies_consent=1;;;;;;f;f;"{""Séc. Civ. concourant""}"
2013;Caserne SDIS Bourges (danjons) CV éphémère;;0.99999986215262;18033_2955_00007;;;18000;18033;Bourges;47.081;2.39878;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-03-16 11:23:28.311263;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;"{""Sécurité Civile""}"
